CD_REFNIS;CD_SECTOR;POPULATION;DT_STRT_SECTOR;DT_STOP_SECTOR;OPPERVLAKKTE IN HM²;TX_DESCR_SECTOR_NL;TX_DESCR_SECTOR_FR;TX_DESCR_NL;TX_DESCR_FR
11001;11001A00-;2509;01Mar1981;31Dec9999;53,15799437;AARTSELAAR-CENTRUM;AARTSELAAR-CENTRUM;Aartselaar;Aartselaar
11001;11001A01-;2687;01Mar1981;31Dec9999;67,11455984;DE LEEUWERIK;DE LEEUWERIK;Aartselaar;Aartselaar
11001;11001A020;713;01Mar1981;31Dec9999;28,0843227;BUERSTEDE;BUERSTEDE;Aartselaar;Aartselaar
11001;11001A030;436;01Mar1981;31Dec9999;43,10221707;YSSELAAR;YSSELAAR;Aartselaar;Aartselaar
11001;11001A042;350;01Mar1981;31Dec9999;25,56189601;KLEINE GRIPPE;KLEINE GRIPPE;Aartselaar;Aartselaar
11001;11001A052;2145;01Mar1981;31Dec9999;33,72628851;LEUG;LEUG;Aartselaar;Aartselaar
11001;11001A063;761;01Mar1981;31Dec9999;21,82660114;TEN DORPE;TEN DORPE;Aartselaar;Aartselaar
11001;11001A074;29;01Mar1981;31Dec9999;46,02780443;BRUINEN BAARD;BRUINEN BAARD;Aartselaar;Aartselaar
11001;11001A091;587;01Mar1981;31Dec9999;218,8426073;KLEISTRAAT - OEVER;KLEISTRAAT - OEVER;Aartselaar;Aartselaar
11001;11001A0MA;54;01Oct2001;31Dec9999;20,4653782;CLEYDAEL-KASTEEL;CLEYDAEL-KASTEEL;Aartselaar;Aartselaar
11001;11001A0PA;105;01Oct2001;31Dec9999;170,9254969;ZINKVAL;ZINKVAL;Aartselaar;Aartselaar
11001;11001A10-;792;01Mar1981;31Dec9999;36,4848535;T HEIKEN;T HEIKEN;Aartselaar;Aartselaar
11001;11001A173;468;01Mar1981;31Dec9999;109,900366;NOTELAAN;NOTELAAN;Aartselaar;Aartselaar
11001;11001A190;394;01Mar1981;31Dec9999;132,1818837;DE REUKENS;DE REUKENS;Aartselaar;Aartselaar
11001;11001A20-;1013;01Mar1981;31Dec9999;43,46009395;DE KOEKOEK;DE KOEKOEK;Aartselaar;Aartselaar
11001;11001A21-;1249;01Mar1981;31Dec9999;51,08302459;VIERPALEN;VIERPALEN;Aartselaar;Aartselaar
11001;11001ZZZZ;1;01Mar1981;31Dec9999;0;NIET TE LOKALISEREN IN EEN SECTOR;NON LOCALISABLE DANS UN SECTEUR;Aartselaar;Aartselaar
11002;1100212MQ;0;01Oct2001;31Dec9999;80,72398258;STABROEK;STABROEK;Antwerpen;Anvers
11002;11002A00-;2766;01Mar1981;31Dec9999;22,25748228;ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN );ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN );Antwerpen;Anvers
11002;11002A01-;1540;01Mar1981;31Dec9999;13,81601202;KLAPDORP - BROUWERSVLIET;KLAPDORP - BROUWERSVLIET;Antwerpen;Anvers
11002;11002A02-;542;01Mar1981;31Dec9999;10,90111094;GROENPLAATS (SPAANSE WALLEN);GROENPLAATS (SPAANSE WALLEN);Antwerpen;Anvers
11002;11002A03-;1117;01Mar1981;31Dec9999;9,244517079;HOOGSTRAAT (SPAANSE WALLEN);HOOGSTRAAT (SPAANSE WALLEN);Antwerpen;Anvers
11002;11002A04-;1213;01Mar1981;31Dec9999;14,88240711;OUDAAN (SPAANSE WALLEN);OUDAAN (SPAANSE WALLEN);Antwerpen;Anvers
11002;11002A05-;1594;01Mar1981;31Dec9999;13,47073882;GEVANGENIS (SPAANSE WALLEN);GEVANGENIS (SPAANSE WALLEN);Antwerpen;Anvers
11002;11002A081;0;01Mar1981;31Dec9999;14,895655;SCHELDEKADEN NOORD;SCHELDEKADEN NOORD;Antwerpen;Anvers
11002;11002A10-;1656;01Mar1981;31Dec9999;26,14754993;MEIR - LEYSSTRAAT (SP. WALLEN);MEIR - LEYSSTRAAT (SP. WALLEN);Antwerpen;Anvers
11002;11002A11-;1977;01Mar1981;31Dec9999;19,51093912;KIPDORP-ST.-JACOBS (SP.WALLEN);KIPDORP-ST.-JACOBS (SP.WALLEN);Antwerpen;Anvers
11002;11002A12-;1269;01Mar1981;31Dec9999;16,23367241;K.N.S.-NAT. BANK (SP. WALLEN);K.N.S.-NAT. BANK (SP. WALLEN);Antwerpen;Anvers
11002;11002A13-;2172;01Mar1981;31Dec9999;23,03050993;STADSWAAG-BEGIJNHOF(SP.WALLEN);STADSWAAG-BEGIJNHOF(SP.WALLEN);Antwerpen;Anvers
11002;11002A14-;1013;01Mar1981;31Dec9999;9,403755014;TABAKSVEST (SPAANSE WALLEN);TABAKSVEST (SPAANSE WALLEN);Antwerpen;Anvers
11002;11002A15-;1381;01Mar1981;31Dec9999;16,1753952;HESSENHUIS (SPAANSE WALLEN);HESSENHUIS (SPAANSE WALLEN);Antwerpen;Anvers
11002;11002A21-;2904;01Mar1981;31Dec9999;17,53016442;ST.-ANDRIES (SPAANSE WALLEN);ST.-ANDRIES (SPAANSE WALLEN);Antwerpen;Anvers
11002;11002A22-;1707;01Mar1981;31Dec9999;8,445344466;ST.-MICHIELSKAAI (SP. WALLEN);ST.-MICHIELSKAAI (SP. WALLEN);Antwerpen;Anvers
11002;11002B701;5722;01Mar1981;31Dec9999;50,84275402;LINKEROEVER-ZUID (LINKEROEVER);LINKEROEVER-ZUID (LINKEROEVER);Antwerpen;Anvers
11002;11002B71-;1941;01Mar1981;31Dec9999;40,79275662;LINKEROEVER - STATION;LINKEROEVER - STATION;Antwerpen;Anvers
11002;11002B721;3951;01Mar1981;31Dec9999;43,68066329;LINKEROEVER-NOORD;LINKEROEVER-NOORD;Antwerpen;Anvers
11002;11002B73-;41;01Mar1981;31Dec9999;62,55448389;ST.-ANNA (LINKEROEVER);ST.-ANNA (LINKEROEVER);Antwerpen;Anvers
11002;11002B742;1532;01Mar1981;31Dec9999;27,6912628;THOENETLAAN (LINKEROEVER);THOENETLAAN (LINKEROEVER);Antwerpen;Anvers
11002;11002B752;175;01Mar1981;31Dec9999;28,90688547;GLORIANTLAAN (LINKEROEVER);GLORIANTLAAN (LINKEROEVER);Antwerpen;Anvers
11002;11002B782;161;01Mar1981;31Dec9999;299,3187166;GALGEWEEL (LINKEROEVER);GALGEWEEL (LINKEROEVER);Antwerpen;Anvers
11002;11002B791;320;01Mar1981;31Dec9999;244,1666305;ST.-ANNABOS (LINKEROEVER );ST.-ANNABOS (LINKEROEVER );Antwerpen;Anvers
11002;11002B813;2038;01Mar1981;31Dec9999;74,13915978;BLANCEFLOERLAAN  (LINKEROEVER);BLANCEFLOERLAAN  (LINKEROEVER);Antwerpen;Anvers
11002;11002B824;546;01Mar1981;31Dec9999;138,8571995;CHARLES DE COSTERLAAN(L.OEVER);CHARLES DE COSTERLAAN(L.OEVER);Antwerpen;Anvers
11002;11002C20-;383;01Mar1981;31Dec9999;9,107313179;STATIEKWARTIER (STATIONSWIJK);STATIEKWARTIER (STATIONSWIJK);Antwerpen;Anvers
11002;11002C21-;2038;01Mar1981;31Dec9999;11,82554422;ATHENEUM (STATIONSWIJK);ATHENEUM (STATIONSWIJK);Antwerpen;Anvers
11002;11002C22-;1916;01Mar1981;31Dec9999;9,392898873;DE CONINCPLEIN-Z.(STATIONSW.);DE CONINCPLEIN-Z.(STATIONSW.);Antwerpen;Anvers
11002;11002C23-;3481;01Mar1981;31Dec9999;16,02243374;OFFERANDESTRAAT(STATIONSWIJK );OFFERANDESTRAAT(STATIONSWIJK );Antwerpen;Anvers
11002;11002C24-;3525;01Mar1981;31Dec9999;26,32859379;PROVINCIESTRAAT(STATIONSWIJK );PROVINCIESTRAAT(STATIONSWIJK );Antwerpen;Anvers
11002;11002C25-;3704;01Mar1981;31Dec9999;23,86076089;PELIKAANSTRAAT (STATIONSWIJK );PELIKAANSTRAAT (STATIONSWIJK );Antwerpen;Anvers
11002;11002C28-;0;01Mar1981;31Dec9999;12,0457483;STATION - ZOO (STATIONSWIJK );STATION - ZOO (STATIONSWIJK );Antwerpen;Anvers
11002;11002C29-;0;01Mar1981;31Dec9999;15,07570361;STADSPARK (STATIONSWIJK );STADSPARK (STATIONSWIJK );Antwerpen;Anvers
11002;11002C31-;1283;01Mar1981;31Dec9999;10,18139719;JEZUITENCOLLEGE(STATIONSWIJK );JEZUITENCOLLEGE(STATIONSWIJK );Antwerpen;Anvers
11002;11002C41-;3129;01Mar1981;31Dec9999;13,76375713;DAMBRUGGESTRAAT-N.(STATIONSW.);DAMBRUGGESTRAAT-N.(STATIONSW.);Antwerpen;Anvers
11002;11002C42-;3681;01Mar1981;31Dec9999;13,30018777;DE ZAVEL (NOORDWIJK );DE ZAVEL (NOORDWIJK );Antwerpen;Anvers
11002;11002C43-;2318;01Mar1981;31Dec9999;12,55760322;ST.-WILLEBRORDUS (NOORDWIJK );ST.-WILLEBRORDUS (NOORDWIJK );Antwerpen;Anvers
11002;11002C44-;2065;01Mar1981;31Dec9999;8,853852307;POTGIETERSTRAAT (NOORDWIJK);POTGIETERSTRAAT (NOORDWIJK);Antwerpen;Anvers
11002;11002C45-;2844;01Mar1981;31Dec9999;19,51507935;STUIVENBERG ZIEKENHUIS(NOORDW);STUIVENBERG ZIEKENHUIS(NOORDW);Antwerpen;Anvers
11002;11002C491;0;01Mar1981;31Dec9999;10,74374136;SCHIJNPOORT (DAM-SCHIJNPOORT );SCHIJNPOORT (DAM-SCHIJNPOORT );Antwerpen;Anvers
11002;11002D30-;4311;01Mar1981;31Dec9999;18,24906208;CHARLOTTALEI (OOSTWIJK);CHARLOTTALEI (OOSTWIJK);Antwerpen;Anvers
11002;11002D31-;3025;01Mar1981;31Dec9999;16,46264913;ASTRID BAD (OOSTWIJK);ASTRID BAD (OOSTWIJK);Antwerpen;Anvers
11002;11002D32-;4044;01Mar1981;31Dec9999;25,29859384;ST.-VINCENTIUS (OOSTWIJK);ST.-VINCENTIUS (OOSTWIJK);Antwerpen;Anvers
11002;11002D33-;3331;01Mar1981;31Dec9999;14,30936224;STADSPARK-ZUID (OOSTWIJK);STADSPARK-ZUID (OOSTWIJK);Antwerpen;Anvers
11002;11002D34-;5431;01Mar1981;31Dec9999;33,81087044;DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK);DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK);Antwerpen;Anvers
11002;11002D35-;1553;01Mar1981;31Dec9999;11,05019517;VAN DIEPENBEECKSTR. (OOSTWIJK);VAN DIEPENBEECKSTR. (OOSTWIJK);Antwerpen;Anvers
11002;11002D38-;2;01Mar1981;31Dec9999;9,624423684;GAS (OOSTWIJK);GAS (OOSTWIJK);Antwerpen;Anvers
11002;11002D41-;3641;01Mar1981;31Dec9999;32,50930676;STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK);STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK);Antwerpen;Anvers
11002;11002D42-;2524;01Mar1981;31Dec9999;17,82506871;LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK);LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK);Antwerpen;Anvers
11002;11002E122;1205;01Mar1981;31Dec9999;9,211212322;WAALSE KAAI (ZUIDWIJK);WAALSE KAAI (ZUIDWIJK);Antwerpen;Anvers
11002;11002E131;1532;01Mar1981;31Dec9999;10,89409249;VLAAMSE KAAI (ZUIDWIJK);VLAAMSE KAAI (ZUIDWIJK);Antwerpen;Anvers
11002;11002E14-;6102;01Mar1981;31Dec9999;41,48549229;MUSEUMWIJK (ZUIDWIJK);MUSEUMWIJK (ZUIDWIJK);Antwerpen;Anvers
11002;11002E15-;1467;01Mar1981;31Dec9999;11,31942864;GERECHTSHOF (ZUIDWIJK);GERECHTSHOF (ZUIDWIJK);Antwerpen;Anvers
11002;11002E19-;4;01Mar1981;31Dec9999;8,378717057;OUDE SCHIPPERSDOKKEN(ZUIDWIJK);OUDE SCHIPPERSDOKKEN(ZUIDWIJK);Antwerpen;Anvers
11002;11002E50-;5842;01Mar1981;31Dec9999;39,48908099;BELL (ZUIDWIJK);BELL (ZUIDWIJK);Antwerpen;Anvers
11002;11002E521;3263;01Mar1981;31Dec9999;19,6945322;LANGE ELZENSTRAAT (ZUIDWIJK);LANGE ELZENSTRAAT (ZUIDWIJK);Antwerpen;Anvers
11002;11002E53-;2626;01Mar1981;31Dec9999;18,79736202;TROONPLAATS (ZUIDWIJK);TROONPLAATS (ZUIDWIJK);Antwerpen;Anvers
11002;11002E551;2251;01Mar1981;31Dec9999;17,35533061;GERECHTSHOF (ZUIDWIJK);GERECHTSHOF (ZUIDWIJK);Antwerpen;Anvers
11002;11002E5MJ;473;01Oct2001;31Dec9999;100,5709585;SPAGHETTIKNOOP (KIEL);SPAGHETTIKNOOP (KIEL);Antwerpen;Anvers
11002;11002F11-;3523;01Mar1981;31Dec9999;23,77512588;ST.-CATHARINA (KIEL);ST.-CATHARINA (KIEL);Antwerpen;Anvers
11002;11002F12-;3118;01Mar1981;31Dec9999;15,51121923;MAURITS SABBELAAN (KIEL);MAURITS SABBELAAN (KIEL);Antwerpen;Anvers
11002;11002F21-;4143;01Mar1981;31Dec9999;40,79597097;KOLONIELAAN (CAM. HUYSMANSL.);KOLONIELAAN (CAM. HUYSMANSL.);Antwerpen;Anvers
11002;11002F223;838;01Mar1981;31Dec9999;4,667180761;VOLHARDINGSSTRAAT (KIEL);VOLHARDINGSSTRAAT (KIEL);Antwerpen;Anvers
11002;11002F60-;1888;01Mar1981;31Dec9999;16,98421084;KIEL - CENTRUM (KIEL);KIEL - CENTRUM (KIEL);Antwerpen;Anvers
11002;11002F61-;4741;01Mar1981;31Dec9999;20,95487564;BOOMSE STWG-BEERSCHOT (KIEL);BOOMSE STWG-BEERSCHOT (KIEL);Antwerpen;Anvers
11002;11002F62-;2695;01Mar1981;31Dec9999;23,7978179;BEERSCHOT - STADION (KIEL);BEERSCHOT - STADION (KIEL);Antwerpen;Anvers
11002;11002F64-;2394;01Mar1981;31Dec9999;16,88696565;JAN DE VOSLEI (KIEL);JAN DE VOSLEI (KIEL);Antwerpen;Anvers
11002;11002F65-;2280;01Mar1981;31Dec9999;18,86951651;PIUS X (KIEL);PIUS X (KIEL);Antwerpen;Anvers
11002;11002F6MJ;4;01Oct2001;31Dec9999;153,9081329;PETROLEUM - SCHELDEKADEN-Z.;PETROLEUM - SCHELDEKADEN-Z.;Antwerpen;Anvers
11002;11002F6NJ;7;01Oct2001;31Dec9999;143,974412;KIELSE POLDER (KIEL);KIELSE POLDER (KIEL);Antwerpen;Anvers
11002;11002G51-;2894;01Mar1981;31Dec9999;26,42663882;ST.-LAURENTIUS (ZUIDWIJK);ST.-LAURENTIUS (ZUIDWIJK);Antwerpen;Anvers
11002;11002G522;1011;01Mar1981;31Dec9999;18,05938188;FRANSEN PLAATS (ZUIDWIJK);FRANSEN PLAATS (ZUIDWIJK);Antwerpen;Anvers
11002;11002G53-;3150;01Mar1981;31Dec9999;30,67722797;HARMONIE (ZUIDWIJK);HARMONIE (ZUIDWIJK);Antwerpen;Anvers
11002;11002G54-;2310;01Mar1981;31Dec9999;32,31307203;KAREL OOMSTRAAT;KAREL OOMSTRAAT;Antwerpen;Anvers
11002;11002G552;454;01Mar1981;31Dec9999;1,745871902;C. TEICHMANN PLAATS (ZUIDWIJK);C. TEICHMANN PLAATS (ZUIDWIJK);Antwerpen;Anvers
11002;11002G59-;83;01Mar1981;31Dec9999;8,989256573;ALBERTPARK (OOSTWIJK);ALBERTPARK (OOSTWIJK);Antwerpen;Anvers
11002;11002G72-;994;01Mar1981;31Dec9999;7,41584821;WILRIJKSPL.-W. (WILRIJKSPLEIN);WILRIJKSPL.-W. (WILRIJKSPLEIN);Antwerpen;Anvers
11002;11002G73-;708;01Mar1981;31Dec9999;5,075959507;BLOKKEN-KRUISHOFSTR. (WILR.PL);BLOKKEN-KRUISHOFSTR. (WILR.PL);Antwerpen;Anvers
11002;11002G74-;649;01Mar1981;31Dec9999;39,43090145;DEN BRANDT (WILRIJKSPLEIN);DEN BRANDT (WILRIJKSPLEIN);Antwerpen;Anvers
11002;11002G75-;124;01Mar1981;31Dec9999;7,087378314;OOSTERVELD (WILRIJKSPEIN);OOSTERVELD (WILRIJKSPEIN);Antwerpen;Anvers
11002;11002G780;182;01Mar1981;31Dec9999;233,0849967;NACHTEGALENPARK(WILRIJKSPLEIN);NACHTEGALENPARK(WILRIJKSPLEIN);Antwerpen;Anvers
11002;11002H40-;3841;01Mar1981;31Dec9999;14,74238935;ST.-AMANDUS (NOORDWIJK);ST.-AMANDUS (NOORDWIJK);Antwerpen;Anvers
11002;11002H41-;4640;01Mar1981;31Dec9999;18,71114941;STUIVENBERG-WEST;STUIVENBERG-WEST;Antwerpen;Anvers
11002;11002H43-;4014;01Mar1981;31Dec9999;21,53193795;ST.-JANSPLEIN-TRAPSTR.(N.WIJK);ST.-JANSPLEIN-TRAPSTR.(N.WIJK);Antwerpen;Anvers
11002;11002H44-;3090;01Mar1981;31Dec9999;13,90010251;STUIVENBERGPLEIN (NOORDWIJK);STUIVENBERGPLEIN (NOORDWIJK);Antwerpen;Anvers
11002;11002H4MJ;0;01Oct2001;31Dec9999;20,01791185;STATION STUIVENBERG;STATION STUIVENBERG;Antwerpen;Anvers
11002;11002H83-;3555;01Mar1981;31Dec9999;21,67199254;SLACHTHUISWIJK (DAM-SCHIJNPOORT);SLACHTHUISWIJK (DAM-SCHIJNPOORT);Antwerpen;Anvers
11002;11002H84-;546;01Mar1981;31Dec9999;6,369376782;DAM (DAM - SCHIJNPOORT);DAM (DAM - SCHIJNPOORT);Antwerpen;Anvers
11002;11002H8MJ;1;01Oct2001;31Dec9999;43,04065101;DAM- LOBROEKDOK (SCHIJNPOORT);DAM- LOBROEKDOK (SCHIJNPOORT);Antwerpen;Anvers
11002;11002J072;569;01Mar1981;31Dec9999;38,37011024;OUDE HAVEN;OUDE HAVEN;Antwerpen;Anvers
11002;11002J80-;4084;01Mar1981;31Dec9999;53,46657584;LUCHTBAL-ZUID;LUCHTBAL-ZUID;Antwerpen;Anvers
11002;11002J81-;2822;01Mar1981;31Dec2018;62,13913527;LUCHTBAL-NOORD;LUCHTBAL-NOORD;Antwerpen;Anvers
11002;11002J820;1084;01Mar1981;31Dec9999;46,6251207;IJZERLAAN (DAM - SCHIJNPORT);IJZERLAAN (DAM - SCHIJNPORT);Antwerpen;Anvers
11002;11002J83-;1252;01Mar1981;31Dec9999;9,720299258;DUBOISSTRAAT (NOORDWIJK);DUBOISSTRAAT (NOORDWIJK);Antwerpen;Anvers
11002;11002J84-;363;01Mar1981;31Dec9999;24,1160879;WILLEMDOK (SPAANSE WALLEN);WILLEMDOK (SPAANSE WALLEN);Antwerpen;Anvers
11002;11002J85-;2707;01Mar1981;31Dec9999;31,29987545;T EILANDJE;T EILANDJE;Antwerpen;Anvers
11002;11002J873;8;01Mar1981;31Dec9999;105,780406;HOUTDOK;HOUTDOK;Antwerpen;Anvers
11002;11002J881;0;01Mar1981;31Dec2018;100,9589447;POLDER (EKEREN);POLDER (EKEREN);Antwerpen;Anvers
11002;11002J901;758;01Mar1981;31Dec2018;11,57776319;SCHOONBROEK HANDBOOG;SCHOONBROEK HANDBOOG;Antwerpen;Anvers
11002;11002J912;1301;01Mar1981;31Dec2018;17,12594515;GR.HAGELKRUIS-L. BAEKELANDSTR.;GR.HAGELKRUIS-L. BAEKELANDSTR.;Antwerpen;Anvers
11002;11002J923;773;01Mar1981;31Dec2018;20,02910142;SCHOONBROEK - TWEEKRONEN;SCHOONBROEK - TWEEKRONEN;Antwerpen;Anvers
11002;11002J932;1662;01Mar1981;31Dec2018;40,74791813;DONKSE BEEK (EKEREN);DONKSE BEEK (EKEREN);Antwerpen;Anvers
11002;11002J94-;184;01Mar1981;31Dec2018;8,048060372;LEUGENBERG-ZUID (EKEREN);LEUGENBERG-ZUID (EKEREN);Antwerpen;Anvers
11002;11002K171;41;01Mar1981;31Dec9999;603,9975482;ALBERTDOK;ALBERTDOK;Antwerpen;Anvers
11002;11002K172;0;01Mar1981;31Dec9999;896,9357801;MARSHALL-EN INDUSTRIEDOK ESSO;MARSHALL-EN INDUSTRIEDOK ESSO;Antwerpen;Anvers
11002;11002K173;7;01Mar1981;31Dec9999;909,8985487;LEOPOLDDOK FORD-FABRIEKEN;LEOPOLDDOK FORD-FABRIEKEN;Antwerpen;Anvers
11002;11002K174;2;01Mar1981;31Dec2018;226,1000535;LUITHAGEN FORD-FABRIEKEN;LUITHAGEN FORD-FABRIEKEN;Antwerpen;Anvers
11002;11002K175;3;01Mar1981;31Dec9999;834,5456701;CHURCHILLDOK-G. M. CONTIN.;CHURCHILLDOK-G. M. CONTIN.;Antwerpen;Anvers
11002;11002K1MN;0;01Oct2001;31Dec2018;1042,352315;WALENHOEK ANTWERPEN-NOORD (VORMINGSSTATION);WALENHOEK ANTWERPEN-NOORD (VORMINGSSTATION);Antwerpen;Anvers
11002;11002K214;41;01Mar1981;31Dec9999;13,02820093;LILLO - FORT;LILLO - FORT;Antwerpen;Anvers
11002;11002K271;0;01Mar1981;31Dec9999;1225,782166;DISTRICT LILLO TUNNEL-NOORD;DISTRICT LILLO TUNNEL-NOORD;Antwerpen;Anvers
11002;11002K272;0;01Mar1981;31Dec9999;158,6891024;DISTRICT LILLO TUNNEL-ZUID;DISTRICT LILLO TUNNEL-ZUID;Antwerpen;Anvers
11002;11002K2MN;0;01Oct2001;31Dec9999;73,01357208;DISTRICT LILLO TUNNEL-ZUID;DISTRICT LILLO TUNNEL-ZUID;Antwerpen;Anvers
11002;11002L000;2071;01Mar1981;31Dec9999;134,2153794;ZANDVLIET-KERN(ZANDVL.-5 DIST);ZANDVLIET-KERN(ZANDVL.-5 DIST);Antwerpen;Anvers
11002;11002L011;1380;01Mar1981;31Dec9999;69,00822341;STALSHOEK(ZANDVLIET-5 DISTR. );STALSHOEK(ZANDVLIET-5 DISTR. );Antwerpen;Anvers
11002;11002L022;177;01Mar1981;31Dec9999;54,99546719;GROTE RUIGEHEIDE(ZANDVL.-5DIS);GROTE RUIGEHEIDE(ZANDVL.-5DIS);Antwerpen;Anvers
11002;11002L070;0;01Mar1981;31Dec9999;960,4229747;HAVENGEBIED (ZANDVLIET-5 DIS);HAVENGEBIED (ZANDVLIET-5 DIS);Antwerpen;Anvers
11002;11002L090;209;01Mar1981;31Dec9999;510,9281773;NOORDLAANPOLDER-VERSPR. BEW. (ZANDVLIET - 5 DISTRICT);NOORDLAANPOLDER-VERSPR. BEW. (ZANDVLIET - 5 DISTRICT);Antwerpen;Anvers
11002;11002L100;2836;01Mar1981;31Dec9999;208,2033864;BERENDRECHT - KERN (BERENDRECHT - 4 DISTRICT);BERENDRECHT - KERN (BERENDRECHT - 4 DISTRICT);Antwerpen;Anvers
11002;11002L111;1029;01Mar1981;31Dec9999;106,4763123;STEENHOVENSTRAAT (BERENDRECHT - 4 DISTRICT);STEENHOVENSTRAAT (BERENDRECHT - 4 DISTRICT);Antwerpen;Anvers
11002;11002L122;2097;01Mar1981;31Dec9999;147,0773695;VISWATER(BERENDRECHT - 4 DIST);VISWATER(BERENDRECHT - 4 DIST);Antwerpen;Anvers
11002;11002L17-;0;01Mar1981;31Dec9999;398,5428044;HAVENGEBIED(BERENDRECHT - 4 D);HAVENGEBIED(BERENDRECHT - 4 D);Antwerpen;Anvers
11002;11002L18-;67;01Mar1981;31Dec9999;164,1514715;KRAAIENBERG(BERENDRECHT - 4 D);KRAAIENBERG(BERENDRECHT - 4 D);Antwerpen;Anvers
11002;11002M0MA;0;01Oct2001;31Dec9999;22,94523167;SCHELDE - CONTAINERTERMINAL;SCHELDE - CONTAINERTERMINAL;Antwerpen;Anvers
11002;11002M0PA;0;01Oct2001;31Dec9999;1632,076251;SCHELDE;SCHELDE;Antwerpen;Anvers
11002;11002P00-;1620;01Jan1983;31Dec9999;25,54004379;EKEREN-CENTRUM;EKEREN-CENTRUM;Antwerpen;Anvers
11002;11002P01-;2175;01Jan1983;31Dec9999;31,15057634;EKEREN-DORP;EKEREN-DORP;Antwerpen;Anvers
11002;11002P02-;1499;01Jan1983;31Dec9999;30,41333343;SCHOONBROEK;SCHOONBROEK;Antwerpen;Anvers
11002;11002P03-;2852;01Jan1983;31Dec9999;48,74505338;DE GEESTEN;DE GEESTEN;Antwerpen;Anvers
11002;11002P04-;2491;01Jan1983;31Dec9999;48,5479448;HET ZAND;HET ZAND;Antwerpen;Anvers
11002;11002P05-;755;01Jan1983;31Dec9999;22,51006708;LEERHOEKSLAAN;LEERHOEKSLAAN;Antwerpen;Anvers
11002;11002P09-;0;01Jan1983;31Dec9999;13,83545804;VELTWIJCK;VELTWIJCK;Antwerpen;Anvers
11002;11002P100;2244;01Jan1983;31Dec9999;48,9172419;MARIABURG;MARIABURG;Antwerpen;Anvers
11002;11002P111;1506;01Jan1983;31Dec9999;51,95167691;DE BIST;DE BIST;Antwerpen;Anvers
11002;11002P12-;957;01Jan1983;31Dec9999;25,54390081;DE NOTESCHELP;DE NOTESCHELP;Antwerpen;Anvers
11002;11002P192;0;01Jan1983;31Dec9999;17,02115126;HOGE BIST;HOGE BIST;Antwerpen;Anvers
11002;11002P20-;1288;01Jan1983;31Dec9999;28,43197187;HOEKAKKER;HOEKAKKER;Antwerpen;Anvers
11002;11002P21-;1255;01Jan1983;31Dec2018;58,33183676;LUCASWIJK;LUCASWIJK;Antwerpen;Anvers
11002;11002P22-;988;01Jan1983;31Dec9999;42,40623058;PRINSHOEVELAND;PRINSHOEVELAND;Antwerpen;Anvers
11002;11002P23-;1982;01Jan1983;31Dec9999;33,79737542;LAGE BIST;LAGE BIST;Antwerpen;Anvers
11002;11002P242;217;01Jan1983;31Dec9999;18,95660337;KLAVERVELDEN;KLAVERVELDEN;Antwerpen;Anvers
11002;11002P291;0;01Jan1983;31Dec2018;106,8500692;LAAR;LAAR;Antwerpen;Anvers
11002;11002P392;2;01Jan1983;31Dec9999;41,17778529;VLOEIENDE;VLOEIENDE;Antwerpen;Anvers
11002;11002P500;1220;01Jan1983;31Dec9999;54,06859842;LEUGENBERG;LEUGENBERG;Antwerpen;Anvers
11002;11002P589;145;01Jan1983;31Dec9999;92,0982339;DE HOEKX;DE HOEKX;Antwerpen;Anvers
11002;11002P590;104;01Jan1983;31Dec9999;68,17806496;KROMMESTR.- AKKER - BREDESTR.- VELDEN;KROMMESTR.- AKKER - BREDESTR.- VELDEN;Antwerpen;Anvers
11002;11002Q001;3995;01Jan1983;31Dec9999;28,01924465;OUD MERKSEM;OUD MERKSEM;Antwerpen;Anvers
11002;11002Q012;3703;01Jan1983;31Dec9999;32,04757308;MERKSEM-CENTRUM;MERKSEM-CENTRUM;Antwerpen;Anvers
11002;11002Q021;903;01Jan1983;31Dec9999;12,13532099;LAATLOS;LAATLOS;Antwerpen;Anvers
11002;11002Q03-;3341;01Jan1983;31Dec9999;42,89681107;GAGELVELDEN;GAGELVELDEN;Antwerpen;Anvers
11002;11002Q04-;2603;01Jan1983;31Dec9999;24,31798403;KLUIZEVELDEN;KLUIZEVELDEN;Antwerpen;Anvers
11002;11002Q052;918;01Jan1983;31Dec9999;7,455430127;EIGEN HEERD;EIGEN HEERD;Antwerpen;Anvers
11002;11002Q072;138;01Jan1983;31Dec9999;29,95232975;DUIVELSHOEK;DUIVELSHOEK;Antwerpen;Anvers
11002;11002Q091;38;01Jan1983;31Dec9999;16,67926644;PARK;PARK;Antwerpen;Anvers
11002;11002Q10-;3133;01Jan1983;31Dec9999;33,28798632;OUDE BAREEL;OUDE BAREEL;Antwerpen;Anvers
11002;11002Q11-;1498;01Jan1983;31Dec9999;31,8004029;MERKSEMHEIDE;MERKSEMHEIDE;Antwerpen;Anvers
