CD_REFNIS;CD_SECTOR;POPULATION;DT_STRT_SECTOR;DT_STOP_SECTOR;OPPERVLAKKTE IN HM²;TX_DESCR_SECTOR_NL;TX_DESCR_SECTOR_FR;TX_DESCR_NL;TX_DESCR_FR
23097;23097A183;280;01Mar1981;31Dec9999;60,36970482;LEDEBERG-NOORD;LEDEBERG-NOORD;Roosdaal;Roosdaal
23097;23097A191;24;01Mar1981;31Dec9999;69,97115893;LEDEBERG-VERSPREIDE BEWONING;LEDEBERG-VERSPREIDE BEWONING;Roosdaal;Roosdaal
23097;23097A29-;406;01Mar1981;31Dec9999;62,01101934;KATTEM;KATTEM;Roosdaal;Roosdaal
23097;23097A302;498;01Mar1981;31Dec9999;31,86125383;STRIJTEM-KERN;STRIJTEM-KERN;Roosdaal;Roosdaal
23097;23097A382;25;01Mar1981;31Dec9999;16,71698903;BRAAMBOS;BRAAMBOS;Roosdaal;Roosdaal
23097;23097A391;1054;01Mar1981;31Dec9999;278,0766455;STRIJTEM-VERSPREIDE BEWONING;STRIJTEM-VERSPREIDE BEWONING;Roosdaal;Roosdaal
23097;23097A40-;550;01Mar1981;31Dec9999;39,42524424;O.L.VROUW-LOMBEEK-KERN;O.L.VROUW-LOMBEEK-KERN;Roosdaal;Roosdaal
23097;23097A413;27;01Mar1981;31Dec9999;10,5826478;PELMOLEN;PELMOLEN;Roosdaal;Roosdaal
23097;23097A422;322;01Mar1981;31Dec9999;17,99270218;ROOSDAAL DE HOEK;ROOSDAAL DE HOEK;Roosdaal;Roosdaal
23097;23097A491;285;01Mar1981;31Dec9999;287,8874375;O.L.VROUW-LOMBEEK -VERSPR.BEW.;O.L.VROUW-LOMBEEK -VERSPR.BEW.;Roosdaal;Roosdaal
23097;23097A502;610;01Mar1981;31Dec9999;27,11848832;POELK-ZUID;POELK-ZUID;Roosdaal;Roosdaal
23097;23097A514;845;01Mar1981;31Dec9999;56,83518436;POELK-NOORD;POELK-NOORD;Roosdaal;Roosdaal
23097;23097A591;318;01Mar1981;31Dec9999;253,6101626;POELK-VERSPREIDE BEWONING;POELK-VERSPREIDE BEWONING;Roosdaal;Roosdaal
23097;23097B002;597;01Mar1981;31Dec9999;36,54679611;BORCHTLOMBEEK-KERN;BORCHTLOMBEEK-KERN;Roosdaal;Roosdaal
23097;23097B081;976;01Mar1981;31Dec9999;241,8366357;BORCHTLOMBEEK-VERSPR. BEWONING;BORCHTLOMBEEK-VERSPR. BEWONING;Roosdaal;Roosdaal
23097;23097B191;807;01Mar1981;31Dec9999;97,30808055;KATTEM;KATTEM;Roosdaal;Roosdaal
23097;23097ZZZZ;0;01Mar1981;31Dec9999;0;NIET TE LOKALISEREN IN EEN SECTOR;NON LOCALISABLE DANS UN SECTEUR;Roosdaal;Roosdaal
23098;23098A00-;939;01Mar1981;31Dec9999;35,77068634;DROGENBOS-KERN;DROGENBOS-KERN;Drogenbos;Drogenbos
23098;23098A01-;846;01Mar1981;31Dec9999;14,29971527;DOELEN - FRANKVELD;DOELEN - FRANKVELD;Drogenbos;Drogenbos
23098;23098A02-;1178;01Mar1981;31Dec9999;27,68835983;WATERTOREN;WATERTOREN;Drogenbos;Drogenbos
23098;23098A04-;2540;01Mar1981;31Dec9999;69,92418899;KUIKENSTRAAT;KUIKENSTRAAT;Drogenbos;Drogenbos
23098;23098A0MS;110;01Oct2001;31Dec9999;67,86511423;KANAAL-MOZART;KANAAL-MOZART;Drogenbos;Drogenbos
23098;23098A0NS;0;01Oct2001;31Dec9999;20,69874126;DORENT-ACEC;DORENT-ACEC;Drogenbos;Drogenbos
23098;23098A0WS;74;01Oct2001;31Dec9999;13,13131947;RUISBROEK;RUISBROEK;Drogenbos;Drogenbos
23098;23098ZZZZ;2;01Mar1981;31Dec9999;0;NIET TE LOKALISEREN IN EEN SECTOR;NON LOCALISABLE DANS UN SECTEUR;Drogenbos;Drogenbos
23099;23099A000;524;01Mar1981;31Dec9999;7,639857316;KRAAINEM-CENTRUM;KRAAINEM-CENTRUM;Kraainem;Kraainem
23099;23099A01-;1086;01Mar1981;31Dec9999;28,18916159;NACHTEGALEN-VINKENLAAN-SOC.WON;NACHTEGALEN-VINKENLAAN-SOC.WON;Kraainem;Kraainem
23099;23099A020;2203;01Mar1981;31Dec9999;89,37954074;LAAG KRAAINEM - VILLAWIJK;LAAG KRAAINEM - VILLAWIJK;Kraainem;Kraainem
23099;23099A03-;680;01Mar1981;31Dec9999;18,4119537;LAAG KRAAINEM -KERN;LAAG KRAAINEM -KERN;Kraainem;Kraainem
23099;23099A042;297;01Mar1981;31Dec9999;10,0639089;DEZANGRE;DEZANGRE;Kraainem;Kraainem
23099;23099A091;181;01Mar1981;31Dec9999;65,07560581;ACHTER DE RING;ACHTER DE RING;Kraainem;Kraainem
23099;23099A11-;1009;01Mar1981;31Dec9999;14,14819852;KAPELLEVELD;KAPELLEVELD;Kraainem;Kraainem
23099;23099A120;384;01Mar1981;31Dec9999;3,982883935;BOUVIER - WASHER;BOUVIER - WASHER;Kraainem;Kraainem
23099;23099A13-;1765;01Mar1981;31Dec9999;25,22456419;STOKKEL;STOKKEL;Kraainem;Kraainem
23099;23099A142;1813;01Mar1981;31Dec9999;37,13126253;HONNEKINBERG;HONNEKINBERG;Kraainem;Kraainem
23099;23099A153;150;01Mar1981;31Dec9999;1,818233319;GROENSTRAAT;GROENSTRAAT;Kraainem;Kraainem
23099;23099A191;302;01Mar1981;31Dec9999;58,1065053;KRAAINEM GROEN VELD VERSP.BEW.;KRAAINEM GROEN VELD VERSP.BEW.;Kraainem;Kraainem
23099;23099A211;1519;01Mar1981;31Dec9999;53,99618226;PRINSENPUT - STOKKEL;PRINSENPUT - STOKKEL;Kraainem;Kraainem
23099;23099A222;872;01Mar1981;31Dec9999;76,11172619;BOSDAL;BOSDAL;Kraainem;Kraainem
23099;23099A233;421;01Mar1981;31Dec9999;19,53323204;GOUVERNEMENTSWEG;GOUVERNEMENTSWEG;Kraainem;Kraainem
23099;23099A31-;519;01Mar1981;31Dec9999;75,47135459;VIER ARMEN;VIER ARMEN;Kraainem;Kraainem
23099;23099ZZZZ;5;01Mar1981;31Dec9999;0;NIET TE LOKALISEREN IN EEN SECTOR;NON LOCALISABLE DANS UN SECTEUR;Kraainem;Kraainem
23100;23100A00-;834;01Mar1981;31Dec9999;21,34752406;LINKEBEEK - CENTRUM;LINKEBEEK - CENTRUM;Linkebeek;Linkebeek
23100;23100A011;1134;01Mar1981;31Dec9999;46,68049418;KOEKOEKSBEEK-NOORD;KOEKOEKSBEEK-NOORD;Linkebeek;Linkebeek
23100;23100A022;681;01Mar1981;31Dec9999;83,04625107;WIJNBRON;WIJNBRON;Linkebeek;Linkebeek
23100;23100A10-;380;01Mar1981;31Dec9999;8,040107612;T HOLLEKEN-KERN;T HOLLEKEN-KERN;Linkebeek;Linkebeek
23100;23100A112;902;01Mar1981;31Dec9999;50,57820924;T HOLLEKEN-STATION;T HOLLEKEN-STATION;Linkebeek;Linkebeek
23100;23100A191;268;01Mar1981;31Dec9999;197,5136161;T HOLLEKEN-VERSPR. BEWONING;T HOLLEKEN-VERSPR. BEWONING;Linkebeek;Linkebeek
23100;23100A21-;472;01Mar1981;31Dec9999;12,37561942;DE PUT;DE PUT;Linkebeek;Linkebeek
23100;23100ZZZZ;0;01Mar1981;31Dec9999;0;NIET TE LOKALISEREN IN EEN SECTOR;NON LOCALISABLE DANS UN SECTEUR;Linkebeek;Linkebeek
23101;23101A00-;621;01Mar1981;31Dec9999;20,0959111;SINT-GENESIUS-RODE-CENTRUM;SINT-GENESIUS-RODE-CENTRUM;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A01-;1156;01Mar1981;31Dec9999;49,52958472;TERMEULEN;TERMEULEN;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A02-;2144;01Mar1981;31Dec9999;75,16273625;KLEIN LUIK;KLEIN LUIK;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A030;2249;01Mar1981;31Dec9999;78,08676615;WAUTERBOS;WAUTERBOS;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A04-;740;01Mar1981;31Dec9999;37,0699004;BOESDAAL;BOESDAAL;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A052;404;01Mar1981;31Dec9999;41,1511053;LEEFKERN - BOSSTRAAT;LEEFKERN - BOSSTRAAT;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A091;48;01Mar1981;31Dec9999;306,5098558;ST-GENESIUS-RODE-VERSPR. BEW.;ST-GENESIUS-RODE-VERSPR. BEW.;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A10-;1081;01Mar1981;31Dec9999;60,08449155;SINT-GENESIUS-RODE - DE HOEK;SINT-GENESIUS-RODE - DE HOEK;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A111;1634;01Mar1981;31Dec9999;131,5049102;GROTE HUT;GROTE HUT;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A122;469;01Mar1981;31Dec9999;17,08535459;MEZENLAAN;MEZENLAAN;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A183;170;01Mar1981;31Dec9999;103,9803178;SINT-ANNA;SINT-ANNA;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A19-;733;01Mar1981;31Dec9999;254,4200297;GOLF;GOLF;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A212;468;01Mar1981;31Dec9999;33,42126214;TERKLUIZEN;TERKLUIZEN;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A291;234;01Mar1981;31Dec9999;126,4623292;SINT-GERTRUDIS;SINT-GERTRUDIS;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A31-;757;01Mar1981;31Dec9999;37,30309837;TEN BROEK;TEN BROEK;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A322;635;01Mar1981;31Dec9999;56,81729032;PANORAMA;PANORAMA;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A391;17;01Mar1981;31Dec9999;63,61700174;ZEVENBRONNEN;ZEVENBRONNEN;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A40-;1926;01Mar1981;31Dec9999;154,0606813;MIDDENHUT;MIDDENHUT;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A411;1849;01Mar1981;31Dec9999;167,0492862;KLEINE HUT;KLEINE HUT;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A422;1032;01Mar1981;31Dec9999;70,7867783;KREFTENBROEK;KREFTENBROEK;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A483;19;01Mar1981;31Dec9999;48,00593714;LINKEBEEKSVELD;LINKEBEEKSVELD;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101A49-;0;01Mar1981;31Dec9999;342,9816703;ZONIENWOUD;ZONIENWOUD;Sint-Genesius-Rode;Rhode-Saint-Genèse
23101;23101ZZZZ;1;01Mar1981;31Dec9999;0;NIET TE LOKALISEREN IN EEN SECTOR;NON LOCALISABLE DANS UN SECTEUR;Sint-Genesius-Rode;Rhode-Saint-Genèse
23102;23102A00-;2387;01Mar1981;31Dec9999;41,16482674;WEMMEL-CENTRUM;WEMMEL-CENTRUM;Wemmel;Wemmel
23102;23102A011;858;01Mar1981;31Dec9999;20,69206657;VIJVERS - DIJK;VIJVERS - DIJK;Wemmel;Wemmel
23102;23102A022;448;01Mar1981;31Dec9999;16,57498367;OBBERG;OBBERG;Wemmel;Wemmel
23102;23102A033;634;01Mar1981;31Dec9999;35,00056704;UILENSPIEGEL;UILENSPIEGEL;Wemmel;Wemmel
23102;23102A044;1036;01Mar1981;31Dec9999;40,69704419;WINDBERG;WINDBERG;Wemmel;Wemmel
23102;23102A052;719;01Mar1981;31Dec9999;24,9221039;WEMMEL PARK;WEMMEL PARK;Wemmel;Wemmel
23102;23102A081;20;01Mar1981;31Dec9999;42,24862602;EZEL;EZEL;Wemmel;Wemmel
23102;23102A091;66;01Mar1981;31Dec9999;120,4641508;MOTTE - HAMSE HOEK - HOLLAND;MOTTE - HAMSE HOEK - HOLLAND;Wemmel;Wemmel
23102;23102A10-;3198;01Mar1981;31Dec9999;37,84614491;SINT-INGELBERTUS;SINT-INGELBERTUS;Wemmel;Wemmel
23102;23102A11-;1738;01Mar1981;31Dec9999;18,80123428;DE LIMBURGSE STRIRUM;DE LIMBURGSE STRIRUM;Wemmel;Wemmel
23102;23102A122;1925;01Mar1981;31Dec9999;58,44924449;WINKEL;WINKEL;Wemmel;Wemmel
23102;23102A132;260;01Mar1981;31Dec9999;14,40978754;DOREKENSVELD;DOREKENSVELD;Wemmel;Wemmel
23102;23102A143;117;01Mar1981;31Dec9999;21,98835197;LAEKENVELD;LAEKENVELD;Wemmel;Wemmel
23102;23102A191;330;01Mar1981;31Dec9999;95,63570606;RING - EMPERBLOK;RING - EMPERBLOK;Wemmel;Wemmel
23102;23102A21-;546;01Mar1981;31Dec9999;42,64250126;ROMEINSE STEENWEG;ROMEINSE STEENWEG;Wemmel;Wemmel
23102;23102A313;1093;01Mar1981;31Dec9999;123,0112397;BOUCHOUT;BOUCHOUT;Wemmel;Wemmel
23102;23102A324;1094;01Mar1981;31Dec9999;122,7421763;NEERHOF;NEERHOF;Wemmel;Wemmel
23102;23102ZZZZ;22;01Mar1981;31Dec9999;0;NIET TE LOKALISEREN IN EEN SECTOR;NON LOCALISABLE DANS UN SECTEUR;Wemmel;Wemmel
23103;23103A000;1678;01Mar1981;31Dec9999;48,91258742;OPPEM - KERN;OPPEM - KERN;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A010;387;01Mar1981;31Dec9999;15,95319234;LANGE DELLE;LANGE DELLE;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A02-;262;01Mar1981;31Dec9999;4,260226499;VOSBERG - SOCIALE WONINGEN;VOSBERG - SOCIALE WONINGEN;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A03-;2327;01Mar1981;31Dec9999;74,79898802;DE GRUNNE;DE GRUNNE;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A04-;1238;01Mar1981;31Dec9999;24,43601232;BAN - EIK - SOCIALE WONINGEN;BAN - EIK - SOCIALE WONINGEN;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A091;119;01Mar1981;31Dec9999;72,32096626;VURENVELD;VURENVELD;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A112;491;01Mar1981;31Dec9999;29,30857822;GRENSSTRAAT;GRENSSTRAAT;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A123;454;01Mar1981;31Dec9999;41,97236584;ALBERTSEKTOR;ALBERTSEKTOR;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A20-;3072;01Mar1981;31Dec9999;109,1190536;SCHONE LUCHT - PLATEAU;SCHONE LUCHT - PLATEAU;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A214;731;01Mar1981;31Dec9999;42,21860966;FUJI - ZIKKELENBERG;FUJI - ZIKKELENBERG;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A30-;892;01Mar1981;31Dec9999;28,25224614;WEZEMBEEK - KERN;WEZEMBEEK - KERN;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A31-;1292;01Mar1981;31Dec9999;50,76357465;VUILBEEK;VUILBEEK;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A32-;493;01Mar1981;31Dec9999;30,87882471;SINT-ROCHUS;SINT-ROCHUS;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A330;361;01Mar1981;31Dec9999;17,26989004;WARANDEBERG - SOCIALE WONINGEN;WARANDEBERG - SOCIALE WONINGEN;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A342;230;01Mar1981;31Dec9999;25,41125687;WARANDEPARK;WARANDEPARK;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103A391;226;01Mar1981;31Dec9999;70,39277268;LANGE EIK;LANGE EIK;Wezembeek-Oppem;Wezembeek-Oppem
23103;23103ZZZZ;5;01Mar1981;31Dec9999;0;NIET TE LOKALISEREN IN EEN SECTOR;NON LOCALISABLE DANS UN SECTEUR;Wezembeek-Oppem;Wezembeek-Oppem
23104;23104A00-;1378;01Mar1981;31Dec9999;55,72495543;SINT-KWINTENS-LENNIK - CENTRUM;SINT-KWINTENS-LENNIK - CENTRUM;Lennik;Lennik
23104;23104A012;415;01Mar1981;31Dec9999;30,60080626;BREUGHELHOF;BREUGHELHOF;Lennik;Lennik
23104;23104A023;489;01Mar1981;31Dec9999;36,23949805;SAFELBERG;SAFELBERG;Lennik;Lennik
23104;23104A034;420;01Mar1981;31Dec9999;75,3560181;SINT-ELOOI;SINT-ELOOI;Lennik;Lennik
23104;23104A091;1049;01Mar1981;31Dec9999;819,6376496;ST-KWINTENS-LENNIK -VERSP.BEW.;ST-KWINTENS-LENNIK -VERSP.BEW.;Lennik;Lennik
23104;23104A10-;477;01Mar1981;31Dec9999;45,90453617;EIZERINGEN;EIZERINGEN;Lennik;Lennik
23104;23104A11-;169;01Mar1981;31Dec9999;18,9445057;T NELLEKEN;T NELLEKEN;Lennik;Lennik
23104;23104A191;1459;01Mar1981;31Dec9999;502,9935453;EIZERINGEN - 'T WELLEKEN - VERSPREIDE BEWONING;EIZERINGEN - 'T WELLEKEN - VERSPREIDE BEWONING;Lennik;Lennik
23104;23104B00-;593;01Mar1981;31Dec9999;33,55602269;SINT-MARTENS-LENNIK-KERN;SINT-MARTENS-LENNIK-KERN;Lennik;Lennik
23104;23104B012;718;01Mar1981;31Dec9999;68,44773605;OLMEN PARK;OLMEN PARK;Lennik;Lennik
23104;23104B091;654;01Mar1981;31Dec9999;587,4950063;SINT-MARTENS-LENNIK- VERSPREIDE BEWONING;SINT-MARTENS-LENNIK- VERSPREIDE BEWONING;Lennik;Lennik
23104;23104B19-;420;01Mar1981;31Dec9999;284,7072169;SINT-GERTRUDIS-PEDE;SINT-GERTRUDIS-PEDE;Lennik;Lennik
23104;23104B29-;541;01Mar1981;31Dec9999;188,6768409;GOUDVEERDEGEM;GOUDVEERDEGEM;Lennik;Lennik
23104;23104C002;105;01Mar1981;31Dec9999;12,85155405;GAASBEEK-CENTRUM;GAASBEEK-CENTRUM;Lennik;Lennik
23104;23104C091;187;01Mar1981;31Dec9999;351,2775406;GAASBEEK-VERSPREIDE BEWONING;GAASBEEK-VERSPREIDE BEWONING;Lennik;Lennik
23104;23104ZZZZ;0;01Mar1981;31Dec9999;0;NIET TE LOKALISEREN IN EEN SECTOR;NON LOCALISABLE DANS UN SECTEUR;Lennik;Lennik
23105;23105A001;1698;01Mar1981;31Dec9999;77,26388468;HEKELGEM-KERN-NOORD;HEKELGEM-KERN-NOORD;Affligem;Affligem
23105;23105A012;1245;01Mar1981;31Dec9999;85,31074397;BOEKHOUT - MORITS;BOEKHOUT - MORITS;Affligem;Affligem
23105;23105A09-;288;01Mar1981;31Dec9999;250,0272652;HEKELGEM VERSPREIDE BEW.-NOORD;HEKELGEM VERSPREIDE BEW.-NOORD;Affligem;Affligem
23105;23105A10-;801;01Mar1981;31Dec9999;50,74465964;HEKELGEM-KERN-ZUID;HEKELGEM-KERN-ZUID;Affligem;Affligem
23105;23105A112;225;01Mar1981;31Dec9999;41,61973138;OUDE BAAN;OUDE BAAN;Affligem;Affligem
23105;23105A191;427;01Mar1981;31Dec9999;182,3477175;HEKELGEM VERSPREIDE BEW.-ZUID;HEKELGEM VERSPREIDE BEW.-ZUID;Affligem;Affligem
23105;23105A210;402;01Mar1981;31Dec9999;47,54315734;BLAKMEERS;BLAKMEERS;Affligem;Affligem
23105;23105A39-;172;01Mar1981;31Dec9999;84,58660566;AUTOSTRADE-ZUID-VERSPR.BEW.(H);AUTOSTRADE-ZUID-VERSPR.BEW.(H);Affligem;Affligem
23105;23105B00-;1103;01Mar1981;31Dec9999;59,04727316;ESSENE-KERN;ESSENE-KERN;Affligem;Affligem
23105;23105B012;293;01Mar1981;31Dec9999;30,41706602;KOUDENBERG;KOUDENBERG;Affligem;Affligem
23105;23105B091;1442;01Mar1981;31Dec9999;368,0016446;ESSENE-VERSPREIDE BEWONING;ESSENE-VERSPREIDE BEWONING;Affligem;Affligem
23105;23105B19-;206;01Mar1981;31Dec9999;142,4824628;AUTOSTRADE-ZUID-VERSPR.BEW.(E);AUTOSTRADE-ZUID-VERSPR.BEW.(E);Affligem;Affligem
23105;23105B29-;401;01Mar1981;31Dec9999;121,7971949;OUDE STWG.AALST-BRUSSEL-NOORD;OUDE STWG.AALST-BRUSSEL-NOORD;Affligem;Affligem
23105;23105C001;1780;01Mar1981;31Dec9999;92,77850301;TERALFENE-CENTRUM-OOST;TERALFENE-CENTRUM-OOST;Affligem;Affligem
23105;23105C01-;1947;01Mar1981;31Dec9999;100,5348914;TERALFENE CENTRUM-WEST;TERALFENE CENTRUM-WEST;Affligem;Affligem
23105;23105C02-;295;01Mar1981;31Dec9999;14,21176428;NIEUWE WIJK;NIEUWE WIJK;Affligem;Affligem
23105;23105C032;503;01Mar1981;31Dec9999;42,6833723;TERELST;TERELST;Affligem;Affligem
23105;23105ZZZZ;0;01Mar1981;31Dec9999;0;NIET TE LOKALISEREN IN EEN SECTOR;NON LOCALISABLE DANS UN SECTEUR;Affligem;Affligem
24001;24001A00-;1875;01Mar1981;31Dec9999;37,08924508;AARSCHOT-CENTRUM;AARSCHOT-CENTRUM;Aarschot;Aarschot
24001;24001A011;1374;01Mar1981;31Dec9999;26,94153547;BONEWIJK;BONEWIJK;Aarschot;Aarschot
24001;24001A031;43;01Mar1981;31Dec9999;114,2634019;MEETSHOVEN;MEETSHOVEN;Aarschot;Aarschot
24001;24001A07-;269;01Mar1981;31Dec9999;214,830761;AARSCHOT INDUSTRIEZONE;AARSCHOT INDUSTRIEZONE;Aarschot;Aarschot
24001;24001A082;761;01Mar1981;31Dec9999;485,4929437;S HERTOGENHEIDE - AURHEIDE;S HERTOGENHEIDE - AURHEIDE;Aarschot;Aarschot
24001;24001A091;1415;01Mar1981;31Dec9999;381,1833304;DUBBEEK - HATERBEEK;DUBBEEK - HATERBEEK;Aarschot;Aarschot
24001;24001A101;1253;01Mar1981;31Dec9999;145,8687398;OURODENBERG;OURODENBERG;Aarschot;Aarschot
24001;24001A112;701;01Mar1981;31Dec9999;37,44375959;GIJMELBERG;GIJMELBERG;Aarschot;Aarschot
24001;24001A122;951;01Mar1981;31Dec9999;53,94161861;LITER;LITER;Aarschot;Aarschot
24001;24001A132;432;01Mar1981;31Dec9999;28,90324459;AARSCHOT LIERSESTWG.;AARSCHOT LIERSESTWG.;Aarschot;Aarschot
24001;24001A184;152;01Mar1981;31Dec9999;129,2526345;PALINGSPOT;PALINGSPOT;Aarschot;Aarschot
24001;24001A191;173;01Mar1981;31Dec9999;54,40894428;BLOEMSE HOEVE;BLOEMSE HOEVE;Aarschot;Aarschot
24001;24001A201;1040;01Mar1981;31Dec9999;23,86926788;AARSCHOT CENTRUM-NOORD;AARSCHOT CENTRUM-NOORD;Aarschot;Aarschot
24001;24001A212;1563;01Mar1981;31Dec9999;34,52890343;TUINWIJK;TUINWIJK;Aarschot;Aarschot
24001;24001A223;387;01Mar1981;31Dec9999;43,60859108;AARSCHOT HERSELTSESTWG.;AARSCHOT HERSELTSESTWG.;Aarschot;Aarschot
24001;24001A231;1340;01Mar1981;31Dec9999;63,06257886;NONNENLANDEN;NONNENLANDEN;Aarschot;Aarschot
24001;24001A242;730;01Mar1981;31Dec9999;42,54488884;STAAILANDEN;STAAILANDEN;Aarschot;Aarschot
24001;24001A312;409;01Mar1981;31Dec9999;18,24986331;KONIJNTJESBERG;KONIJNTJESBERG;Aarschot;Aarschot
24001;24001A323;280;01Mar1981;31Dec9999;12,80206446;AARSCHOT LEUVENSESTWG.;AARSCHOT LEUVENSESTWG.;Aarschot;Aarschot
24001;24001B001;219;01Mar1981;31Dec9999;17,99623925;LANGDORP - CENTRUM;LANGDORP - CENTRUM;Aarschot;Aarschot
24001;24001B012;1034;01Mar1981;31Dec9999;77,18724954;DORENBERG;DORENBERG;Aarschot;Aarschot
24001;24001B082;13;01Mar1981;31Dec9999;50,62143681;KLEINE LAAK;KLEINE LAAK;Aarschot;Aarschot
24001;24001B091;1007;01Mar1981;31Dec9999;589,7802741;BOSBERG - DEMERBROEK;BOSBERG - DEMERBROEK;Aarschot;Aarschot
24001;24001B10-;485;01Mar1981;31Dec9999;47,21525497;WOLSDONK-KERN;WOLSDONK-KERN;Aarschot;Aarschot
24001;24001B19-;2052;01Mar1981;31Dec9999;792,4284165;WOLFSDONK-VERSPREIDE BEWONING;WOLFSDONK-VERSPREIDE BEWONING;Aarschot;Aarschot
24001;24001B20-;1111;01Mar1981;31Dec9999;106,4762756;GIJMEL - KERN;GIJMEL - KERN;Aarschot;Aarschot
24001;24001B212;486;01Mar1981;31Dec9999;50,6012504;VENNEHOF;VENNEHOF;Aarschot;Aarschot
24001;24001B223;234;01Mar1981;31Dec9999;13,42668294;FATIMA;FATIMA;Aarschot;Aarschot
24001;24001B291;851;01Mar1981;31Dec9999;321,3000922;GIJMEL-VERSPREIDE BEWONING;GIJMEL-VERSPREIDE BEWONING;Aarschot;Aarschot
24001;24001C001;1485;01Mar1981;31Dec9999;111,8177352;RILLAAR-CENTRUM;RILLAAR-CENTRUM;Aarschot;Aarschot
24001;24001C011;576;01Mar1981;31Dec9999;83,37673813;RILLAAR STAATSBAAN;RILLAAR STAATSBAAN;Aarschot;Aarschot
24001;24001C022;191;01Mar1981;31Dec9999;49,0987388;SCHOONDERBUKENWEG;SCHOONDERBUKENWEG;Aarschot;Aarschot
24001;24001C032;278;01Mar1981;31Dec9999;48,67839364;HEIKEN;HEIKEN;Aarschot;Aarschot
24001;24001C043;619;01Mar1981;31Dec9999;77,41866478;MOLENDREEF;MOLENDREEF;Aarschot;Aarschot
24001;24001C052;83;01Mar1981;31Dec9999;6,423079208;MONTENAKEN;MONTENAKEN;Aarschot;Aarschot
24001;24001C091;2286;01Mar1981;31Dec9999;1216,191367;RILLAAR-VERSPREIDE BEWONING;RILLAAR-VERSPREIDE BEWONING;Aarschot;Aarschot
24001;24001D001;747;01Mar1981;31Dec9999;57,92128291;GELRODE-KERN;GELRODE-KERN;Aarschot;Aarschot
24001;24001D012;581;01Mar1981;31Dec9999;63,29092002;IJZERENBERG;IJZERENBERG;Aarschot;Aarschot
24001;24001D08-;253;01Mar1981;31Dec9999;241,0005745;GELRODE VERSPR. BEWONING-NOORD;GELRODE VERSPR. BEWONING-NOORD;Aarschot;Aarschot
24001;24001D09-;373;01Mar1981;31Dec9999;330,1208027;GELRODE VERSPR. BEWONING-ZUID;GELRODE VERSPR. BEWONING-ZUID;Aarschot;Aarschot
24001;24001ZZZZ;3;01Mar1981;31Dec9999;0;NIET TE LOKALISEREN IN EEN SECTOR;NON LOCALISABLE DANS UN SECTEUR;Aarschot;Aarschot
24007;24007A00-;1904;01Mar1981;31Dec9999;109,5178503;BEGIJNENDIJK-CENTRUM;BEGIJNENDIJK-CENTRUM;Begijnendijk;Begijnendijk
24007;24007A011;368;01Mar1981;31Dec9999;29,26882404;HONDERD BUNDERS;HONDERD BUNDERS;Begijnendijk;Begijnendijk
24007;24007A022;384;01Mar1981;31Dec9999;38,35806359;SLEUTELJE - PLANKENBRUG;SLEUTELJE - PLANKENBRUG;Begijnendijk;Begijnendijk
24007;24007A032;189;01Mar1981;31Dec9999;15,47731599;VIJVERWIJK;VIJVERWIJK;Begijnendijk;Begijnendijk
